Geneid	pOka_M1_3
324	731
6728	566
7905	2266
167227	297
4163	502
83942	0
64848	775
3781	24
55521	68
5229	228
153733	207
56929	415
353376	8
100302736	2
51014	1571
1036	137
9140	828
1176	923
206338	0
644100	4
6230	206
51397	304
57556	16
285605	209
1657	768
25816	135
3295	2326
340069	1
51334	169
94033	0
153443	183
4015	4527
133923	1
100505841	0
9627	2
6643	1274
28966	388
5480	663
93166	16
153241	361
1456	487
57507	871
65983	298
501	1208
51808	994
389320	0
4001	982
115123	97
401207	2
84466	3
133619	1184
613212	0
728586	11
6558	378
2201	6832
28965	4
51015	166
171019	0
100127206	0
337876	1
3094	3228
90624	261
56990	413
51735	560
96459	681
728637	1
23305	1
3562	0
1437	15
8974	1504
8572	769
6583	63
6584	398
3659	195
3567	1
10111	2201
3596	2
3565	1
11127	296
645121	0
23176	1281
134548	1
134549	83
2661	9
27089	1583
116842	1
27125	2723
54819	192
3308	2504
23105	28
56951	2313
7416	4902
6932	287
6500	4503
5515	2945
51265	35
7320	852
91368	394
23338	807
51128	480
10802	761
819	738
9879	1389
134553	1538
79770	820
84105	73
347732	7
5307	1
100996485	74
9555	2725
140947	0
497189	0
4762	0
9547	0
153328	0
3578	0
26223	0
3950	0
7045	90362
4090	1156
57113	1
6695	3682
26249	115
10949	1718
9499	15
27039	3
51306	763
7478	0
8382	92
10902	1187
10112	1552
8697	697
2676	0
995	213
51307	1106
51780	1238
51308	548
1958	64
2107	2482
3313	5716
1495	7752
26045	6
64374	976
9782	6608
51247	1381
9963	10
51237	0
389333	17
202051	44
202052	339
641700	0
340061	341
7322	1393
51523	2651
84249	1
9542	148
5813	435
492311	158
84418	2280
5201	1513
1839	337
83697	6
404734	47
54882	40
8637	130
10011	513
10307	240
113829	1383
929	1
55374	229
4695	814
3550	2191
54853	313
373863	156
3035	1334
23438	452
153527	1247
56147	3
56146	0
56145	1
56144	1
56143	0
56142	1
56141	0
56140	0
9752	0
56139	5
56138	33
56137	62
56136	2
56135	11
56134	49
29930	0
56133	64
56132	3
56131	2
26167	8
56130	10
56129	17
56128	17
57717	49
56127	13
56126	48
56125	16
56124	50
56123	33
56122	86
56121	14
83884	0
6879	1241
56114	17
56113	16
56112	1
56104	18
56111	3
56103	36
56110	4
56102	3
56109	5
56108	1
8641	255
9708	21
56101	205
56107	6
56100	115
56106	5
56099	5
56105	13
26025	4
5098	314
56098	7
56097	17
1729	1762
8841	1120
285613	124
89848	308
64411	942
5097	368
9812	1054
51294	24
9604	633
10007	1878
80762	2048
81848	60
2246	12
23092	102
2908	907
57824	0
81555	1356
57528	106
153768	189
643226	0
153769	712
153770	20
51520	3246
54439	701
5459	1
10915	1295
134391	0
5521	362
202374	7
1809	1284
9832	0
6690	14
117156	0
389336	3
11005	0
408187	0
404203	0
153218	0
84651	0
643394	0
81545	584
3360	0
154	145
79628	104
22885	851
134265	126
134266	155
78991	540
27190	0
1452	1889
389337	116
133522	19
5145	0
1836	300
81789	120
22993	966
1436	18
5159	1323
1044	0
6534	0
815	350
340075	4600
6949	1578
972	2
6208	17951
3340	4256
11346	3300
91977	0
55696	763
51164	1299
85027	206
345611	0
91975	137
2878	3557
10318	1842
309	3808
26112	59
2760	698
285641	0
153201	0
206358	156
2196	9
6678	21203
475	898
10146	2390
2741	0
56923	0
2890	0
10827	328
4238	574
55568	1848
79685	421
9421	0
23367	3050
10826	533
9337	850
25929	564
29093	402
285643	0
6444	7
91937	0
26762	0
84868	0
9443	141
153745	0
3702	1
26999	2407
408263	2
348938	1182
8728	401
11063	0
100190949	0
54974	347
134353	174
9685	1658
1879	0
153830	1753
134510	684
3593	0
147	14
7265	1832
114825	365
2172	3
79616	76
114898	0
63920	110
10569	789
9232	1245
23120	0
2561	0
2559	0
2554	0
2566	0
900	5883
134492	485
3161	826
27430	1056
57451	2
23286	2013
5917	1944
79646	909
6586	4762
54908	1915
1794	1202
100131897	486
2299	0
133874	0
3937	0
30820	0
3779	0
2568	0
64901	38
30012	0
4869	18908
8817	16
644994	0
23291	1133
6793	500
285588	0
92181	411
285590	235
54492	341
101928093	0
1843	1179
57222	6472
51121	566
8992	2953
153222	532
662	158
1482	0
8614	1369
91272	783
80315	841
133491	1
51617	1
4488	177
1812	0
94081	966
3274	0
10814	0
84321	919
202134	0
375484	247
57179	2046
285598	59
51491	558
192286	1143
1212	1049
23197	1226
22838	574
54825	9
114787	128
6620	0
253314	0
26262	677
90249	1
3101	0
51720	427
23567	305
2264	1
64324	1537
53917	528
27166	1039
83463	312
10960	3894
10636	76
6569	0
345456	0
2161	32
2870	585
80758	277
1627	3922
9260	2454
79930	62
51428	1759
54540	357
54732	3312
11285	507
285596	0
5626	0
23138	4
64777	397
55651	1881
3182	3028
85007	236
91522	1
57396	281
6940	153
117608	108
80108	5
285676	0
2916	0
345462	1
30832	5
9509	36
80230	809
3187	5121
285679	0
646019	2
821	13801
9794	651
4056	2
11282	6887
8878	17681
51149	69
23061	3608
55819	1009
255426	0
5601	750
9945	2
57472	563
92304	0
2324	5
134083	0
4245	1324
643836	346
79908	0
10917	0
153579	0
26693	0
285659	0
81786	13
90933	529
10399	41746
84851	160
81399	0
729759	0
26683	0
56940	198
3662	0
55770	725
135458	1
94234	552
2295	425
2296	119
2762	237
340156	15
56897	951
1992	822
5272	27
5269	1564
4835	398
8737	483
670	260
7280	160
347733	43
389362	228
63027	133
221749	1133
26240	163
8899	1894
222826	0
404220	1
10455	890
9425	574
10799	120
57128	538
648791	103
10667	205
51299	0
2162	0
9450	0
6239	404
6745	2640
285782	0
83732	302
1832	2333
154007	295
654	39
81567	7301
63915	289
9521	437
51000	300
7020	102
2651	125
347744	9
55003	463
51522	2780
81853	1851
4117	49
9247	0
221711	1
54898	390
221710	226
405754	0
4739	350
100113407	451
84830	2746
3096	515
1906	16
221692	86
107080638	7
100130357	15
51256	12
54438	72
23408	303
51406	1159
10048	670
63933	372
221687	212
9308	67
3720	425
84062	218
29116	13
2766	225
6310	357
401236	8
221662	292
10486	1718
51439	933
9972	1355
63971	1707
378884	18
7172	503
221656	543
7913	4945
255488	280
3400	19
154141	52
1871	506
54901	131
6659	1394
5617	0
154150	0
140767	0
51473	39
353219	0
57380	722
2822	43
7915	322
9856	83
51567	674
55856	480
81688	1389
51053	481
101928603	0
9750	0
55604	376
10590	0
221613	0
255626	0
10050	0
6568	0
10786	0
10246	0
10475	471
3024	0
8350	1
8359	1
8366	0
8358	0
8335	1
3018	0
8352	2
3006	157
3077	266
8364	0
3010	1
8347	5
8334	108
3008	4
3017	61
8344	1
8360	1
8351	6
3013	1
8343	4
8367	9
8339	7
3012	6
8353	22
3007	4
8361	0
8369	0
8968	0
8345	0
8355	1
8346	0
8365	13
11118	545
10385	473
11119	295
10384	343
11120	398
696	0
10473	1229
29777	409
79692	172
8970	8
8969	7
85236	589
8294	1
85235	1
10279	52
94026	0
346157	32
7738	205
8340	1
8329	3
8357	4
8331	0
8342	0
8363	2
8362	2
8330	11
8341	27
8332	2
3009	1
8354	0
8368	0
8356	1
8336	0
8348	0
81697	0
26212	0
7718	49
80345	168
7745	1058
7746	168
387032	165
222698	1
7741	279
84547	88
64288	89
80317	92
9753	128
222696	49
257202	0
442186	0
26707	0
81696	0
26529	0
4340	0
3134	72
3135	0
3105	9891
6992	412
11074	0
135644	0
10107	0
89870	0
7726	3
9656	226
8870	302
135656	0
394263	0
100507679	0
1041	6
170680	0
54535	171
6941	138
5460	2
3107	3298
3106	2966
100507436	465
4795	152
7916	2549
7917	769
57827	0
23564	18
4439	189
3303	2
629	358
720	13
721	7
1589	2
7148	50
1388	1844
9374	149
10554	586
5089	236
4855	1
10665	0
3122	0
3127	0
3123	0
3117	0
3119	2
3118	0
3112	0
6891	198
3108	29
6046	941
9277	513
1616	577
8831	182
221504	0
578	493
3710	6075
84300	428
117283	8
221496	837
4295	0
2914	0
3159	10592
221491	471
11165	64
100529239	0
6204	42
29993	8
25803	1
64771	2015
6631	2004
54887	565
6882	353
23294	424
6954	2
222663	15
7629	481
50619	4
5467	926
2178	75
4736	14591
7005	307
7287	1
2289	390
221481	8
389383	0
340204	0
1208	0
222662	2
6732	1528
116369	0
1432	873
5603	57
27154	646
285848	0
389384	0
51513	3
222659	1
222658	946
11329	1101
6428	3095
1026	8371
401258	1
57699	27
51645	736
221477	2584
221476	2
23787	3726
221472	0
5292	428
221468	82
55633	506
9025	339
23070	999
154467	113
266727	164
60685	1423
114781	236
2739	3817
1769	0
2740	0
55776	102
8645	11
89822	0
83795	0
221458	174
23500	2214
4337	274
57497	0
222643	6
222642	2
10930	6
221443	342
4800	640
340205	0
54209	0
79865	0
285852	0
54210	0
9436	0
116113	642
4188	0
7942	180
5225	0
10817	77
29964	183
100188893	2065
25862	253
9477	395
705	400
896	555
129685	227
647024	659
2978	1
2979	14
55173	996
55809	549
23304	783
5961	0
6903	371
23506	367
285855	2541
441150	62
171558	0
107080644	0
10695	980
27232	1
5190	813
5528	1038
4201	1407
116138	1339
88745	792
9820	938
51069	557
89953	414
5754	2299
6722	961
23113	684
10591	841
84630	3
10864	0
401262	1
24149	611
89845	253
65989	4
93643	403
221424	22
25844	2782
9533	560
57510	1134
5429	729
54676	1020
9587	376
221421	3
55168	716
7422	3352
221416	32
64928	742
55362	1197
11131	1
101929726	0
2030	2138
3326	28108
347734	2176
4794	249
441151	2
202500	1
57505	485
221409	1
988	1109
8464	172
860	73
53405	0
22875	365
59084	33
10231	0
51302	3
9481	20
221400	0
7941	0
100287718	0
4224	0
221395	1
266977	0
27242	169
23607	1443
222611	5
221393	6
221391	3
442213	67
4594	1004
55166	191
389396	0
135398	21
6005	0
7180	0
10321	0
5232	0
167	0
403339	0
245928	0
245927	0
245913	0
245915	0
83741	0
7021	0
5314	0
3605	0
112744	1
4172	1955
85315	131
114327	787
9697	5257
28978	339
2939	0
2938	0
221357	1
2940	0
2941	122
22858	230
26268	812
8521	4
60481	2783
2729	539
401265	27
55227	666
90523	1
27283	1
222584	85
3062	0
389400	0
54511	6
653	1
81578	9
667	6143
221336	90
57691	236
26036	618
9532	767
51715	681
5558	245
100463487	0
202559	0
51557	0
7803	2209
23469	1586
346007	22
441155	20
577	1
55788	884
1310	0
1297	1
57579	172
135154	82
60682	866
135152	0
79627	1055
22999	51
56479	200
100129128	0
80759	45
340168	0
154288	0
441161	15
55510	207
115004	1
25821	339
1915	194456
26503	528
135228	495
1303	11058
1347	2335
55754	3563
27145	1
26054	1235
4646	923
3617	3
3351	0
101928601	0
134728	120
55023	1131
9324	949
167691	175
83699	145
6785	118
7272	560
594	473
55603	2357
25998	1705
7162	347
90025	97
23033	302
5238	748
112611	175
4199	611
167681	3
9892	1
134701	0
51167	171
112609	0
22832	160
9096	0
4907	3833
57231	983
10492	4262
3354	2
1081	0
23036	922
375519	2
57150	110
206412	18
154313	16
10559	310
57038	754
23595	625
55122	758
81833	0
1268	79
8732	477
10957	1104
135295	3
135293	876
2569	0
2570	10
51465	2154
58528	1009
22881	249
57226	596
23195	1076
9994	371
84694	0
60468	94
6885	1091
2045	0
79694	372
10690	0
23376	862
9457	0
81491	26
29078	173
114792	1
253714	277
5454	324
26235	263
84553	121
51805	130
25957	2358
85015	230
100130890	32
892	944
59336	1
84539	0
6492	0
10973	2613
2898	4
57531	270
389421	0
11149	162
64208	136
5550	785
639	1
9474	544
202	10
84816	99
55278	276
51250	231
57673	112
57107	229
55084	49
256380	0
11231	1413
28962	980
7101	20
8724	3035
246269	33
2309	1352
84071	42
27244	713
285753	190
100996634	2
8763	4853
285755	54
6610	176
64780	455
9841	281
221264	133
9896	631
2830	0
8936	523
51362	492
728464	0
8528	216
85413	0
23097	413
262	1290
112495	476
84154	442
117247	54
91749	74
5980	1869
10758	689
2534	548
8838	0
51175	158
619208	254
3910	6213
442247	1
4082	321
3066	2513
222537	8
2444	6
221294	687
1300	2
23270	901
7259	1727
29940	482
441168	0
100128327	0
254228	48
221301	0
51389	1176
345895	12
221302	192
3841	82
221303	0
222545	0
222546	0
245806	44
6098	0
285761	212
57120	810
116150	1070
222553	3
387119	128
5350	0
254394	146
25842	502
79632	130
4121	487
221322	124
2697	9959
3298	468
57515	3489
5570	136
2173	0
10924	82
134829	0
10345	0
154215	45
154214	344
7164	2014
51020	1816
23493	0
135112	690
135114	533
60487	427
387103	225
84870	0
81847	516
55862	1091
387104	24
9729	0
352999	3
387357	1
5796	1484
3908	31
93663	826
253582	0
84456	305
154075	2
114801	121
100507203	0
2037	4098
9465	93
383	1
9439	742
5169	2
79541	0
643854	0
5167	190
1490	1606
26002	629
8417	858
134860	0
83551	0
319100	0
9038	0
9287	0
134864	0
8876	4
55350	0
8875	0
116843	200
2070	377
6943	0
9519	288
154091	142
6446	124
64577	2
10767	1131
4602	23
54806	433
27115	126
113115	102
9774	3137
9053	41
4217	43
5191	122
340146	1
53832	1
116379	0
3459	535
167826	0
7128	100
64065	2893
57221	811
59351	0
23593	612
57224	74
100507462	4
25901	386
345930	1
85021	503
58527	380
51696	262
167838	0
10370	2423
4829	1
51534	1234
57211	1425
3097	600
51390	1029
134637	187
8504	330
2519	4300
9749	737
84946	545
153918	0
5325	185
83443	1240
8676	35
7402	1512
7957	124
84085	439
257218	441
2911	22
10981	1097
79747	0
134957	735
389432	67
23328	412
10090	101
23118	1736
387082	3
340152	0
85313	614
116254	797
11104	240
9113	505
348995	526
5110	1294
84918	744
135250	9
353091	19
80328	35
80329	0
154064	1
79465	133
81706	0
389434	0
57480	14
25902	815
9590	922
57621	281
55005	536
79624	535
80129	22
2099	86
23345	531
80177	3
7432	1
26271	491
54516	552
26575	57
4988	0
26034	3
154043	252
22828	845
26230	153
51106	248
49861	3
50508	0
57492	861
729515	337
79683	89
51429	2168
8871	1218
84947	296
404672	481
56995	962
57583	994
6993	1284
94120	88
7430	7115
100130967	9
83861	150
117289	1
84624	0
6648	1480
9589	1215
39	1333
6950	3207
29074	1009
154197	5
4142	0
3482	5562
6580	6
6582	2
6581	408
4018	0
5340	0
4216	613
56895	219
5071	44
135138	14
9444	2301
168090	0
10846	20
6862	0
285800	9
113402	798
51660	159
6196	882
8635	606
11116	318
1235	0
2853	0
401285	0
54346	0
83887	0
6953	0
4301	2726
100128124	0
3834	0
79981	0
168002	0
64094	0
7058	50
253769	233
387263	832
55274	453
6991	1
55780	215
28514	2
84498	909
5689	2502
6908	296
5134	1142
4277	8
401250	0
2880	0
114821	5
81797	0
79897	11
170679	0
10919	151
6499	825
63943	29
3125	0
10537	0
7407	1518
3305	3
3304	0
221527	9
1302	17
6257	161
6293	696
282890	3
780	164
57176	252
389376	0
7918	118
1460	1915
7920	282
442191	0
26531	0
442194	0
26716	0
2550	203
80352	3
3133	844
2794	774
80742	19
23	1000
79969	72
170954	216
29113	0
58496	16
80741	6
259215	0
3111	0
6015	258
8705	0
5863	540
6892	337
9278	14
5987	456
7932	0
11270	201
2968	406
58530	0
57819	293
50854	1175
80736	2
717	2
56244	0
6890	74
5698	114
7922	1156
7923	99
10471	475
26692	0
442184	0
116511	0
346171	0
30834	121
56658	6
202658	0
5514	546
28973	698
221545	128
8449	612
203068	5620
10211	2729
7919	2094
534	19
4049	0
7124	0
4050	0
7940	0
259197	0
199	0
55937	58
80740	0
80739	0
1192	4482
401251	25
80737	7
4758	989
7936	1253
1797	175
8859	113
100293534	1
80863	4
80864	23
6048	707
177	23
63940	7
3126	0
3120	0
5696	684
3109	0
3113	1
3115	0
3833	719
5252	417
51596	2178
56975	314
100288524	0
5154	76
5575	474
54919	882
23353	1719
51608	572
11033	0
90639	178
54905	1
84310	823
115330	36
2852	82
90637	114
340260	0
79778	174
26173	1887
7975	254
202915	43
84262	316
392617	0
8379	345
29960	363
4521	182
29886	530
8662	3837
55501	249
402635	0
3955	5
221927	701
23288	523
80727	3358
155185	3
2768	1282
84433	116
221935	275
221937	466
9907	574
55698	13
56903	0
221938	0
57786	397
100533952	1
26100	1407
222962	121
84629	1007
80028	440
60	43822
6624	241
54476	773
654231	0
51622	341
222967	1
5395	404
7965	423
27102	2900
100310846	8
84132	312
9265	2852
84792	323
5879	6632
221955	470
11014	3520
392862	3
55146	717
79034	270
54753	158
100131017	419
7559	516
728194	4
221960	393
56913	587
340267	5
54468	200
6119	386
729852	234
113263	133
3382	133
30010	0
4697	1828
9678	519
221981	12
54664	1667
221806	1
85477	2
10124	1369
2115	1133
1607	2
392636	0
4223	0
729920	43
25928	0
100506049	0
57037	819
28969	1203
27075	3816
10551	1
155465	0
196	1938
23161	726
221823	0
9734	379
7291	190
222894	0
221830	783
256130	0
346389	2
3696	1259
340273	984
221833	0
6671	92
8701	39
55536	1335
9771	22
256227	28
3569	16
54543	1588
84668	667
55975	595
11097	410
10457	40414
115416	831
10643	1164
29896	1205
90693	85
340277	122
56164	8
4852	0
51678	173
1687	1160
26031	1395
54205	2653
136895	120
64111	0
9603	446
3181	12126
11335	2414
29887	8
285941	0
8935	0
3198	0
3199	0
3200	1
3201	1
3202	8
3203	5
3204	0
3205	0
3206	0
3207	0
3209	0
2128	0
11112	1814
8887	2741
221895	455
9586	257
9865	0
54504	354
1124	3
222171	3
644150	0
9805	4218
55033	270
84725	445
222166	927
223082	165
10392	143
79017	440
2617	2832
1395	3
11185	0
84182	6
358	4
2692	0
117	0
63974	0
223075	2
10842	0
5137	1002
23658	377
23080	786
25948	713
11328	2372
51251	378
6100	279
27241	129
168667	206
387129	0
23333	1120
57057	0
64224	456
989	2237
80820	120
23366	167
54443	3068
313	0
9844	1
353345	0
51314	0
6424	92
54749	1433
83930	959
445347	0
273	681
27072	1040
11281	0
57002	219
5898	1331
8621	834
136647	343
79783	106
3624	29
2737	93
79020	216
5683	1621
64983	576
23072	1
9263	569
55744	779
644	458
100534592	0
64951	0
55665	676
51619	341
285955	11
28988	1281
5224	79
27434	197
165	0
5425	2041
58498	0
2645	2
10652	1389
816	36
23386	1243
29881	1
54606	1275
222068	1732
4967	1634
83637	1347
5478	23121
94239	1776
5814	1087
64005	1
83605	618
23148	35
9238	1048
10268	0
107	13
3484	0
3486	2093
64759	4642
401335	2
168507	12
80099	2
3364	176
256979	1
136288	11
7378	913
154664	4
375567	0
11055	0
100130988	0
10320	0
63979	339
1644	1
2887	1380
23242	511
285877	0
222008	0
23480	1051
1956	3721
55915	264
81552	1188
346288	0
349075	20
51373	223
2631	989
5723	290
908	4551
25870	3762
5260	9
51142	3360
389493	0
90827	0
441234	0
442319	0
730291	0
168417	0
728927	48
340252	178
51427	157
7697	131
10793	67
51351	113
2086	111
168374	226
154807	1112
2990	1829
435	334
27297	455
8460	166
154881	713
27342	980
55069	2038
51119	1365
55253	420
26053	723
64409	82
83698	10
441250	102
9883	1503
378108	20
55695	269
135892	0
8468	0
8326	17
9031	2300
9275	617
26608	492
51085	1
155382	53
84277	284
114049	1047
6804	108
83451	390
1365	125
1364	151
155368	348
135886	8
2006	2
3984	2453
7458	5521
7462	19
5982	669
7461	715
9569	1190
2969	4154
653361	2
84163	26
81554	478
389524	56
441272	0
729438	23
375593	8
100101267	1306
442590	1
3092	885
10344	15
6369	0
57414	911
5447	571
83862	396
51657	458
4191	3784
222183	0
3315	9955
7532	5051
136853	15
7784	12
113878	306
80761	375
22932	116
57639	35
10875	0
54103	222
5782	1035
222194	240
85025	250
57157	663
9863	132
2770	1632
346562	0
948	9
10512	4460
3082	1
781	319
27445	545
9723	4
10371	127
223117	92
2913	0
222223	209
9988	793
79161	261
54677	206
5244	4
5243	9
154661	21
55972	325
10926	396
53616	226
6717	1081
79689	0
219578	0
219557	0
26872	27
261729	202
79846	80
85865	288
9069	810
5218	129
8321	1582
7978	189
10142	1037
1595	1974
401387	1
889	534
54467	1316
105375396	0
57798	760
30816	2
5189	465
84060	191
257415	261
1021	2084
54809	44
219285	77
253012	0
55610	282
799	0
7980	455
2792	0
2791	790
10282	336
1278	0
64921	365
8910	834
23089	1723
55607	475
5444	0
5446	0
5445	1341
51666	0
5166	80
1780	2
10165	638
401388	0
7979	594
1750	0
1749	0
57001	169
6863	0
440	538
4951	0
22853	424
168620	6
25851	418
25798	2003
55971	275
4885	0
222865	10
8295	1446
57154	765
402569	0
10552	1994
10095	2248
11333	2205
8896	651
100526740	0
26024	1
10898	545
9551	1695
285989	101
84124	232
23660	412
221786	174
79027	1090
100289187	21
221785	205
1577	11
100861540	0
1551	0
1576	1
64816	0
81392	0
89122	663
349149	12
563	25
7586	1498
7589	52
7551	520
10980	2031
4176	2582
9179	177
6878	1196
245812	198
255374	21
389541	573
55262	229
79690	48
221914	17
10734	113
352954	128
79037	55
29990	204
29992	4
55063	55
56257	788
221908	295
402573	6
81628	869
222950	47
3268	273
100316904	6
4034	318
101927655	0
26261	4
5118	65
64598	367
7036	47
51412	0
2783	3340
64599	1146
10248	471
2056	1
7455	1
2050	920
56996	350
7205	3033
51593	1966
402682	29
43	1
4584	0
10071	13
140453	0
81844	576
5054	14363
1174	1738
7425	1
375607	1
346606	0
8985	1784
10467	1083
24146	248
51024	1274
64792	499
136227	0
93408	0
1523	1598
10603	41
729597	7
100289561	87
79706	352
80228	1006
54784	150
222229	280
5439	856
100271927	17
548644	213
441273	7
10156	64
246721	25
100134938	12
100310812	2
222234	113
222235	16
10234	1198
58160	1
83787	747
222236	292
9512	1287
27000	449
5701	1694
375611	1
5649	2491
5001	340
375612	0
55904	1352
6733	856
54517	307
60561	284
222255	160
222256	5
6856	1660
10135	1624
168455	271
5294	5
5577	429
26959	763
10466	810
2845	0
11062	116
55973	595
5172	1
79872	511
1811	0
1738	1226
3912	3074
22798	8
4897	12
50640	458
168451	376
4189	268
154907	0
83943	196
54674	1
9732	84
11179	467
3475	553
286006	15
64418	336
154743	296
54329	0
5506	0
93986	141
29969	560
22797	17
26136	1938
858	794
857	1564
4233	6175
830	1572
7982	282
7472	0
136991	0
1080	1
83992	241
51691	587
56311	23
3751	1
23554	196
54556	185
79974	133
51384	0
10447	863
5803	2
10157	548
389549	0
93664	97
168433	2
378925	2
50833	0
6561	0
154865	10
4698	1071
142685	1
442721	1
8976	841
23553	0
6677	0
730130	0
2861	47
154872	0
25913	401
2918	0
168850	266
79571	372
381	1372
29999	1
5078	0
27044	4068
64101	5
3952	0
55131	379
401399	1
3614	417
29923	319
55798	303
346653	13
84691	6
813	7354
611	0
64753	186
2318	6079
9296	2674
100130705	318
375616	585
3663	128
23534	1288
340348	39
6608	375
23382	382
57464	1358
100287482	23
4899	229
7328	3166
51530	375
23008	906
84928	484
136263	0
1358	11
51200	7579
93979	33
1357	0
95681	313
4232	1773
26958	316
114960	0
136259	0
4289	962
5420	2601
91584	0
54927	1354
60412	1532
136332	12
84912	584
231	7490
57016	7
441282	1
669	171
800	3730
340351	24
78996	386
55281	193
29062	176
346673	0
4850	394
23165	1355
647087	1240
26266	9
389558	3
767558	0
136319	0
1129	0
5764	150
9162	15
64764	933
100130880	0
6718	2
8805	407
136306	2
50617	39
155006	0
57670	321
92092	72
56829	791
79989	162
254048	310
51631	227
154791	4
100996928	0
346689	0
154790	1
28996	796
6916	7
64761	362
80853	101
84255	566
401409	0
23608	1337
27147	1248
90956	426
4708	919
673	125
51650	559
100507421	1061
55750	471
57189	474
494551	5
6742	1560
50831	0
50832	0
54429	7
136242	0
130075	0
23601	0
5726	0
8972	4
93432	11
136541	0
100463482	0
5645	0
5644	0
2051	0
55503	0
56302	0
135927	0
3792	1
135924	0
346517	0
5304	0
259285	0
259286	0
373156	1610
135932	119
835	502
1180	0
9715	37
7791	3269
2041	3
338398	0
259287	0
441294	0
285966	70
340307	0
9747	884
135948	0
26211	0
135946	0
393046	0
392138	0
346525	0
442361	0
135941	0
100128553	11
445328	57
402317	0
401427	2
100142659	0
346528	0
7984	198
135935	0
27010	114
26047	0
202865	0
8454	1279
2146	628
9601	3658
136051	106
155054	80
57541	237
8427	629
7988	172
100289678	163
27153	279
155061	347
84626	143
168544	1
23145	4
643641	248
155066	1220
653857	126
65999	1218
113763	570
5919	22111
29803	2639
285971	108
155038	0
168537	0
55303	0
474344	1
26157	11
170575	0
100527949	0
55340	0
28959	1
55365	0
26	0
3757	2
4846	6
285973	1
11194	467
9311	66
1020	661
6522	6286
10922	922
83590	912
116988	1521
2636	0
136371	0
392843	0
10061	1226
54480	1524
6604	563
51667	1159
349136	1
155051	3
6009	2551
51422	853
168391	0
63917	755
58508	1159
7516	147
57180	114
1804	0
22976	407
3361	0
3638	1550
2020	1
285888	0
155435	845
6469	0
389602	1
140545	40
64327	1019
64434	384
3110	28
9690	1879
10049	1916
5799	5
54892	1158
57488	2510
55112	502
7434	0
389831	1230
441308	0
169270	92
26260	386
157695	193
157697	248
9228	1
2055	667
9639	1309
9920	3735
9172	14
64478	0
79648	339
285	2
55326	985
389610	6
1672	0
1671	0
1669	0
1667	0
728358	0
1668	0
1670	0
401447	0
645402	0
100131980	0
100289462	0
10407	0
245908	0
504180	0
503614	0
245910	0
100131608	0
100133251	0
503841	0
245909	0
140596	0
503618	0
653423	0
414325	0
55894	0
1673	0
100132396	0
392188	0
645836	0
157285	80
137075	26
9258	297
90459	399
79660	572
8658	1087
4482	157
203074	0
94137	0
203076	0
83595	1
54984	208
286046	37
66036	289
83650	0
83648	12
640	1
2626	0
252969	207
2222	5029
1508	13178
613210	0
613209	0
613211	0
245940	0
100133267	0
728957	0
392197	1
377630	1
85002	169
653333	12
91694	92
57604	0
10395	714
157773	50
137868	0
7991	2481
4481	0
26281	1
286097	110
51201	1446
29883	1655
137492	701
9108	50
6542	0
5157	0
57509	5
2267	0
5108	1816
427	1388
9	67
10	0
23362	3797
63898	784
55790	21
55174	534
4023	0
6570	0
526	2455
11178	1
2675	1
9046	2
23039	2138
10361	5
8822	1
2039	352
64760	620
79873	200
55806	20
80346	408
203190	1
6440	0
649	3339
9796	29
661	466
55124	0
23516	1472
5533	311
10174	1348
64236	608
541565	328
57805	1941
55909	307
1960	3
157310	0
23221	496
8795	2566
8794	143
8793	2
8797	98
91782	978
203069	601
4017	7361
9583	1880
51312	1049
4824	120
137814	0
6781	0
10863	0
27299	0
8756	0
4741	0
4747	0
80005	1393
2796	48
54793	760
157313	420
64641	0
5520	1004
665	3991
10687	1268
1808	1455
148	0
81551	0
23087	372
2185	92
1135	0
2053	293
1191	2376
51435	1481
55246	950
157570	321
55872	605
286133	0
389643	0
55140	486
5368	0
55893	1891
157574	56
7976	28
2137	799
55756	319
79618	118
23303	477
1846	888
51669	3937
23484	881
619373	4
10671	593
11030	900
2961	557
100507341	0
2936	960
7993	211
5516	1020
56154	0
29942	0
7486	250
3084	144
84750	123
84549	302
80185	181
79845	66
78986	0
137970	31
157855	5
80139	356
11160	1273
11212	857
25960	262
55290	227
80223	1741
137362	0
155	0
1978	1382
9070	825
6770	3
27257	514
9530	278
23259	789
84513	351
54904	971
137994	108
2260	1402
389649	0
6867	1602
59339	782
203100	1
83877	735
8754	8138
203102	0
8749	1
2515	1
3620	1
169355	0
56892	1
79698	0
6422	258
51125	1080
84296	288
137964	1228
157848	0
286	45
7994	754
10947	418
5327	257
3551	930
5423	191
27121	0
7419	1744
6575	387
114926	376
1142	1
8973	0
55145	212
81790	290
84376	453
2339	977
84197	20
138050	1604
340441	0
23514	499
1052	87
5591	6273
4173	2749
7336	868
79645	0
6591	0
492307	0
54212	2
137902	1
115294	822
9705	0
389658	0
9821	1509
2831	32
4986	2
51606	1380
8601	303
6917	2011
10434	1243
29088	818
64321	0
6101	9
114786	2
137695	434
96764	520
4067	413
6224	15989
4342	0
5324	28
79145	258
195814	0
5179	4
54928	1731
90362	110
137886	563
1581	0
6386	5478
8439	1005
9760	1104
767	0
5862	1661
55636	120
157807	2
444	14918
286183	0
8836	540
7274	1
253943	1529
27319	0
9420	0
55156	777
9650	372
5150	180
85479	0
84675	0
