Geneid	pOka_WT_2
285605	211
1657	764
25816	148
3295	2399
340069	0
51334	181
94033	0
153443	193
4015	4997
133923	0
100505841	0
9627	0
6643	1262
28966	438
5480	736
93166	17
153241	357
1456	507
57507	710
65983	298
501	1044
51808	927
389320	0
4001	1011
115123	116
401207	3
84466	0
133619	1238
613212	0
728586	9
6558	422
2201	7473
28965	2
51015	181
171019	0
100127206	0
337876	2
3094	3501
90624	277
56990	446
51735	509
96459	720
728637	1
23305	1
3562	1
1437	20
8974	1529
8572	880
6583	98
6584	416
3659	272
3567	6
10111	2020
3596	3
3565	2
11127	317
645121	4
23176	1256
134548	1
134549	78
2661	13
27089	1715
116842	6
27125	2926
54819	192
3308	2502
23105	19
56951	2165
7416	4881
6932	260
6500	4832
5515	2922
51265	30
7320	976
91368	397
23338	767
51128	560
10802	783
819	740
9879	1394
134553	1582
79770	737
84105	110
347732	9
5307	1
100996485	75
9555	2832
140947	0
497189	0
4762	0
9547	1
153328	0
3578	0
26223	0
3950	0
7045	73605
4090	1043
57113	6
6695	2716
26249	141
10949	1899
9499	23
27039	2
51306	827
7478	0
8382	84
10902	1196
10112	1805
8697	675
2676	0
995	239
51307	1194
51780	1289
51308	475
1958	79
2107	2297
3313	5560
1495	7418
26045	8
64374	891
9782	6276
51247	1555
9963	1
51237	0
389333	22
202051	42
202052	346
641700	0
340061	361
7322	1593
51523	2796
84249	8
9542	124
5813	478
492311	204
84418	2269
5201	1650
1839	381
83697	4
404734	57
54882	41
8637	96
10011	539
10307	224
113829	1400
929	3
55374	200
4695	935
3550	2245
54853	352
373863	175
3035	1300
23438	429
153527	1231
56147	1
56146	0
56145	0
56144	0
56143	0
56142	1
56141	0
56140	0
9752	0
56139	3
56138	24
56137	59
56136	0
56135	8
56134	33
29930	0
56133	77
56132	4
56131	2
26167	5
56130	14
56129	13
56128	13
57717	43
56127	19
56126	54
56125	15
56124	59
56123	30
56122	86
56121	20
83884	0
6879	1204
56114	10
56113	16
56112	2
56104	14
56111	3
56103	38
56110	4
56102	8
56109	2
56108	1
8641	224
9708	31
56101	180
56107	3
56100	126
56106	5
56099	2
56105	18
26025	7
5098	323
56098	10
56097	5
1729	1766
8841	1070
285613	131
89848	245
64411	922
5097	426
9812	1125
51294	16
9604	502
10007	1854
80762	1942
81848	65
2246	16
23092	127
2908	913
57824	0
81555	1366
57528	92
153768	211
643226	1
153769	701
153770	20
51520	3049
54439	739
5459	2
10915	1227
134391	0
5521	389
202374	8
1809	1266
9832	0
6690	15
117156	0
389336	4
11005	0
408187	0
404203	0
153218	0
84651	0
643394	0
81545	615
3360	0
154	150
79628	101
22885	815
134265	150
134266	160
78991	469
27190	0
1452	1813
389337	123
133522	16
5145	0
1836	304
81789	103
22993	1026
1436	37
5159	1263
1044	0
6534	0
815	405
340075	5072
6949	1592
972	4
6208	17930
3340	4461
11346	3470
91977	1
55696	717
51164	1270
85027	177
345611	0
91975	175
2878	3804
10318	1731
309	3674
26112	47
2760	670
285641	0
153201	0
206358	204
2196	9
6678	24245
475	902
10146	2269
2741	1
56923	0
2890	0
10827	307
4238	590
55568	1710
79685	406
9421	0
23367	2768
10826	475
9337	925
25929	545
29093	413
285643	1
6444	5
91937	0
26762	0
84868	1
9443	175
153745	0
3702	0
26999	2109
408263	0
348938	1391
8728	400
11063	1
100190949	0
54974	304
134353	174
9685	1614
1879	0
153830	2049
134510	774
3593	0
147	10
7265	1679
114825	386
2172	1
79616	74
114898	0
63920	86
10569	779
9232	1403
23120	1
2561	0
2559	0
2554	0
2566	0
900	5915
134492	566
3161	1012
27430	1052
57451	0
23286	2171
5917	1783
79646	986
6586	4880
54908	2253
1794	1237
100131897	392
2299	0
133874	0
3937	0
30820	0
3779	0
2568	0
64901	35
30012	0
4869	18240
8817	17
644994	0
23291	1145
6793	465
285588	0
92181	442
285590	240
54492	336
101928093	2
1843	1425
57222	5934
51121	641
8992	3096
153222	586
662	144
1482	0
8614	1187
91272	813
80315	893
133491	0
51617	8
4488	217
1812	0
94081	1015
3274	0
10814	0
84321	785
202134	0
375484	216
57179	2029
285598	42
51491	576
192286	1253
1212	1150
23197	1198
22838	542
54825	4
114787	141
6620	0
253314	0
26262	730
90249	0
3101	0
51720	464
23567	302
2264	6
64324	1442
53917	517
27166	1169
83463	396
10960	3584
10636	72
6569	0
345456	0
2161	24
2870	569
80758	263
1627	4000
9260	2958
79930	45
51428	1665
54540	376
54732	3477
11285	470
285596	0
5626	0
23138	4
64777	394
55651	1762
3182	3293
85007	244
91522	0
57396	265
6940	188
117608	107
80108	2
285676	0
2916	0
345462	1
30832	2
9509	36
80230	745
3187	5293
285679	3
646019	11
821	14270
9794	711
4056	4
11282	6794
8878	16195
51149	61
23061	3309
55819	955
255426	0
5601	702
9945	0
57472	652
92304	0
2324	4
134083	0
4245	1286
643836	321
79908	1
10917	0
153579	0
26693	0
285659	0
81786	15
90933	525
10399	39461
84851	160
81399	0
729759	0
26683	0
56940	202
3662	0
55770	754
135458	2
94234	584
2295	461
2296	151
2762	246
340156	13
56897	947
1992	820
5272	20
5269	1624
4835	340
8737	432
670	253
7280	168
347733	40
389362	251
63027	134
221749	1316
26240	193
8899	1801
222826	0
404220	3
10455	902
9425	512
10799	126
57128	541
648791	107
10667	184
51299	0
2162	0
9450	0
6239	327
6745	2528
285782	2
83732	315
1832	2064
154007	309
654	50
81567	6959
63915	294
9521	512
51000	331
7020	78
2651	115
347744	11
55003	516
51522	2660
81853	1890
4117	49
9247	0
221711	4
54898	405
221710	242
405754	0
4739	417
100113407	473
84830	2804
3096	529
1906	20
221692	76
107080638	5
100130357	11
51256	17
54438	45
23408	247
51406	1241
10048	726
63933	408
221687	191
9308	68
3720	361
84062	245
29116	14
2766	234
6310	370
401236	6
221662	316
10486	1621
51439	817
9972	1376
63971	1607
378884	11
7172	494
221656	500
7913	5069
255488	303
3400	31
154141	52
1871	528
54901	146
6659	1653
5617	0
154150	0
140767	0
51473	34
353219	0
57380	711
2822	36
7915	286
9856	73
51567	658
55856	489
81688	1321
51053	538
101928603	0
9750	2
55604	358
10590	1
221613	0
255626	0
10050	0
6568	0
10786	0
10246	0
10475	442
3024	1
8350	3
8359	1
8366	0
8358	1
8335	4
3018	2
8352	1
3006	118
3077	255
8364	3
3010	2
8347	12
8334	159
3008	7
3017	65
8344	2
8360	3
8351	14
3013	0
8343	14
8367	8
8339	5
3012	12
8353	17
3007	1
8361	0
8369	0
8968	0
8345	0
8355	0
8346	0
8365	28
11118	487
10385	498
11119	285
10384	317
11120	391
696	0
10473	1150
29777	431
79692	202
8970	6
8969	5
85236	649
8294	0
85235	0
10279	43
94026	0
346157	41
7738	205
8340	2
8329	3
8357	4
8331	0
8342	0
8363	3
8362	0
8330	14
8341	20
8332	2
3009	0
8354	0
8368	0
8356	0
8336	1
8348	0
81697	0
26212	1
7718	59
80345	195
7745	1000
7746	146
387032	166
222698	2
7741	310
84547	114
64288	81
80317	77
9753	128
222696	39
257202	0
442186	0
26707	0
81696	0
26529	0
4340	0
3134	66
3135	0
3105	8626
6992	319
11074	0
135644	0
10107	0
89870	0
7726	7
9656	228
8870	337
135656	0
394263	0
100507679	0
1041	5
170680	1
54535	191
6941	76
5460	2
3107	3300
3106	2857
100507436	558
4795	141
7916	2298
7917	672
57827	0
23564	21
4439	195
3303	1
629	337
720	4
721	4
1589	1
7148	54
1388	1713
9374	149
10554	660
5089	261
4855	0
10665	0
3122	0
3127	0
3123	0
3117	0
3119	2
3118	0
3112	1
6891	256
3108	23
6046	889
9277	448
1616	679
8831	191
221504	0
578	499
3710	5524
84300	476
117283	13
221496	909
4295	0
2914	0
3159	10537
221491	486
11165	73
100529239	0
6204	48
29993	11
25803	0
64771	2069
6631	2122
54887	556
6882	401
23294	473
6954	2
222663	15
7629	437
50619	1
5467	915
2178	64
4736	13712
7005	375
7287	0
2289	351
221481	12
389383	0
340204	0
1208	0
222662	0
6732	1503
116369	1
1432	842
5603	69
27154	660
285848	0
389384	1
51513	2
222659	0
222658	1004
11329	1156
6428	3479
1026	7506
401258	2
57699	35
51645	730
221477	2285
221476	1
23787	3823
221472	1
5292	459
221468	94
55633	492
9025	360
23070	979
154467	114
266727	180
60685	1489
114781	219
2739	3587
1769	0
2740	0
55776	125
8645	13
89822	0
83795	0
221458	159
23500	2263
4337	304
57497	0
222643	11
222642	0
10930	13
221443	323
4800	584
340205	0
54209	0
79865	0
285852	1
54210	0
9436	0
116113	671
4188	0
7942	193
5225	0
10817	63
29964	186
100188893	2228
25862	249
9477	376
705	413
896	682
129685	204
647024	660
2978	0
2979	18
55173	1090
55809	505
23304	748
5961	1
6903	368
23506	367
285855	2355
441150	56
171558	0
107080644	0
10695	989
27232	3
5190	736
5528	997
4201	1347
116138	1406
88745	875
9820	840
51069	520
89953	391
5754	2271
6722	1000
23113	562
10591	841
84630	0
10864	1
401262	3
24149	566
89845	252
65989	12
93643	444
221424	26
25844	2848
9533	604
57510	1157
5429	695
54676	1011
9587	401
221421	3
55168	692
7422	3402
221416	17
64928	904
55362	1201
11131	0
101929726	0
2030	2310
3326	25961
347734	2167
4794	244
441151	5
202500	5
57505	474
221409	1
988	1081
8464	141
860	108
53405	0
22875	412
59084	40
10231	1
51302	0
9481	20
221400	0
7941	0
100287718	0
4224	0
221395	1
266977	0
27242	207
23607	1562
222611	6
221393	3
221391	8
442213	56
4594	945
55166	188
389396	0
135398	28
6005	0
7180	0
10321	0
5232	0
167	0
403339	0
245928	0
245927	0
245913	0
245915	0
83741	0
7021	0
5314	0
3605	0
112744	0
4172	1974
85315	122
114327	669
9697	5122
28978	370
2939	0
2938	0
221357	0
2940	0
2941	117
22858	205
26268	808
8521	4
60481	2856
2729	530
401265	55
55227	687
90523	2
27283	0
222584	66
3062	0
389400	0
54511	5
653	0
81578	20
667	6361
221336	89
57691	206
26036	638
9532	746
51715	801
5558	246
100463487	0
202559	0
51557	0
7803	2031
23469	1593
346007	16
441155	21
577	1
55788	835
1310	0
1297	0
57579	216
135154	97
60682	851
135152	0
79627	1187
22999	64
56479	211
100129128	0
80759	42
340168	0
154288	0
441161	14
55510	170
115004	1
25821	340
1915	177577
26503	566
135228	422
1303	10835
1347	2307
55754	3718
27145	6
26054	1313
4646	905
3617	3
3351	0
101928601	0
134728	98
55023	1169
9324	915
167691	190
83699	129
6785	140
7272	645
594	467
55603	2099
25998	1588
7162	437
90025	70
23033	324
5238	756
112611	190
4199	664
167681	3
9892	1
134701	0
51167	176
112609	0
22832	171
9096	0
4907	3491
57231	1044
10492	4141
3354	0
1081	0
23036	891
375519	0
57150	116
206412	14
154313	14
10559	295
57038	803
23595	620
55122	784
81833	0
1268	66
8732	469
10957	1182
135295	4
135293	800
2569	1
2570	8
51465	2069
58528	1007
22881	238
57226	550
23195	962
9994	397
84694	0
60468	116
6885	1113
2045	0
79694	373
10690	0
23376	867
9457	1
81491	31
29078	193
114792	1
253714	283
5454	357
26235	250
84553	149
51805	129
25957	2323
85015	227
100130890	34
892	914
59336	1
84539	0
6492	0
10973	2374
2898	12
57531	269
389421	0
11149	188
64208	124
5550	728
639	1
9474	584
202	9
84816	97
55278	292
51250	216
57673	85
57107	237
55084	59
256380	0
11231	1410
28962	1112
7101	15
8724	3015
246269	38
2309	1390
84071	27
27244	671
285753	227
100996634	1
8763	5180
285755	34
6610	140
64780	472
9841	246
221264	158
9896	567
2830	0
8936	600
51362	455
728464	0
8528	209
85413	1
23097	436
262	1379
112495	485
84154	478
117247	55
91749	97
5980	1721
10758	590
2534	549
8838	1
51175	148
619208	239
3910	5978
442247	5
4082	325
3066	2701
222537	9
2444	8
221294	610
1300	1
23270	893
7259	1604
29940	539
441168	1
100128327	0
254228	36
221301	0
51389	1159
345895	15
221302	181
3841	76
221303	0
222545	0
222546	2
245806	53
6098	8
285761	212
57120	903
116150	1053
222553	1
387119	140
5350	0
254394	145
25842	547
79632	106
4121	479
221322	132
2697	8524
3298	479
57515	3557
5570	126
2173	0
10924	78
134829	0
10345	2
154215	41
154214	345
7164	2006
51020	1835
23493	1
135112	657
135114	514
60487	400
387103	292
84870	0
81847	538
55862	1080
387104	18
9729	0
352999	1
387357	1
5796	1644
3908	38
93663	798
253582	0
84456	309
154075	0
114801	94
100507203	2
2037	3688
9465	99
383	1
9439	695
5169	0
79541	0
643854	0
5167	233
1490	2067
26002	587
8417	818
134860	0
83551	0
319100	0
9038	0
9287	0
134864	0
8876	1
55350	0
8875	1
116843	236
2070	337
6943	1
9519	284
154091	150
6446	169
64577	1
10767	1124
4602	18
54806	467
27115	123
113115	143
9774	3112
9053	29
4217	48
5191	132
340146	0
53832	0
116379	0
3459	565
167826	0
7128	73
64065	2971
57221	793
59351	0
23593	654
57224	95
100507462	2
25901	403
345930	7
85021	549
58527	405
51696	256
167838	0
10370	2315
4829	0
51534	1210
57211	1425
3097	601
51390	887
134637	170
8504	332
2519	4083
9749	769
84946	558
153918	0
5325	190
83443	1292
8676	33
7402	1326
7957	111
84085	450
257218	422
2911	19
10981	1214
79747	0
134957	815
389432	81
23328	406
10090	127
23118	1752
387082	0
340152	5
85313	581
116254	812
11104	305
9113	524
348995	527
5110	1361
84918	818
135250	11
353091	15
80328	27
80329	1
154064	0
79465	167
81706	0
389434	0
57480	10
25902	771
9590	981
57621	257
55005	566
79624	528
80129	23
2099	64
23345	485
80177	1
7432	1
26271	499
54516	604
26575	46
4988	0
26034	3
154043	215
22828	796
26230	152
51106	241
49861	6
50508	0
57492	857
729515	300
79683	85
51429	2244
8871	1294
84947	297
404672	473
56995	1094
57583	1129
6993	1302
94120	77
7430	6731
100130967	12
83861	149
117289	2
84624	1
6648	1240
9589	1312
39	1565
6950	3589
29074	1050
154197	8
4142	0
3482	5758
6580	0
6582	1
6581	455
4018	0
5340	1
4216	613
56895	240
5071	40
135138	10
9444	2437
168090	0
10846	10
6862	0
285800	3
113402	763
51660	177
6196	820
8635	532
11116	322
1235	0
2853	0
401285	0
54346	0
83887	0
6953	0
4301	2863
100128124	0
3834	1
79981	1
168002	0
64094	1
7058	67
253769	200
387263	811
55274	385
6991	6
55780	195
28514	0
84498	847
5689	2666
6908	292
5134	1176
4277	9
401250	0
2880	0
114821	3
81797	0
79897	7
170679	1
10919	157
6499	768
63943	21
3125	0
10537	0
7407	1570
3305	3
3304	0
221527	18
1302	10
6257	220
6293	632
282890	7
780	141
57176	220
389376	0
7918	104
1460	2290
7920	278
442191	0
26531	0
442194	0
26716	0
2550	226
80352	0
3133	1045
2794	696
80742	23
23	941
79969	87
170954	185
29113	0
58496	16
80741	7
259215	0
3111	0
6015	271
8705	0
5863	525
6892	267
9278	14
5987	443
7932	0
11270	165
2968	362
58530	0
57819	369
50854	996
80736	0
717	4
56244	0
6890	67
5698	129
7922	1117
7923	83
10471	436
26692	0
442184	0
116511	0
346171	0
30834	116
56658	8
202658	0
5514	490
28973	672
221545	146
8449	591
203068	5957
10211	2450
7919	2866
534	12
4049	0
7124	0
4050	0
7940	1
259197	0
199	0
55937	41
80740	1
80739	0
1192	4806
401251	45
80737	6
4758	986
7936	1329
1797	184
8859	132
100293534	2
80863	3
80864	36
6048	796
177	17
63940	9
3126	0
3120	0
5696	721
3109	1
3113	2
3115	1
3833	794
5252	443
51596	2078
56975	392
100288524	0
5154	96
5575	378
54919	911
23353	1698
51608	632
11033	0
90639	204
54905	0
84310	804
115330	51
2852	84
90637	125
340260	0
79778	196
26173	1750
7975	302
202915	50
84262	364
392617	0
8379	316
29960	385
4521	197
29886	547
8662	3686
55501	288
402635	0
3955	6
221927	671
23288	513
80727	3578
155185	4
2768	1347
84433	127
221935	286
221937	460
9907	559
55698	19
56903	0
221938	0
57786	414
100533952	1
26100	1426
222962	118
84629	991
80028	539
60	45138
6624	267
54476	788
654231	2
51622	342
222967	3
5395	374
7965	444
27102	2750
100310846	7
84132	302
9265	2997
84792	292
5879	6975
221955	510
11014	3358
392862	1
55146	596
79034	274
54753	128
100131017	486
7559	587
728194	0
221960	376
56913	716
340267	0
54468	207
6119	415
729852	255
113263	141
3382	158
30010	0
4697	1973
9678	537
221981	14
54664	1544
221806	0
85477	5
10124	1280
2115	1118
1607	0
392636	0
4223	1
729920	43
25928	0
100506049	0
57037	692
28969	1228
27075	3539
10551	0
155465	0
196	1819
23161	674
221823	0
9734	336
7291	221
222894	0
221830	808
256130	0
346389	2
3696	1295
340273	1085
221833	0
6671	91
8701	27
55536	1230
9771	24
256227	17
3569	15
54543	1567
84668	770
55975	636
11097	406
10457	39849
115416	934
10643	1057
29896	1251
90693	84
340277	123
56164	6
4852	0
51678	188
1687	1141
26031	1305
54205	2665
136895	120
64111	0
9603	381
3181	12500
11335	2635
29887	3
285941	0
8935	0
3198	0
3199	0
3200	2
3201	0
3202	8
3203	2
3204	0
3205	0
3206	0
3207	0
3209	0
2128	0
11112	1642
8887	2610
221895	538
9586	297
9865	0
54504	297
1124	13
222171	3
644150	0
9805	4064
55033	355
84725	466
222166	888
223082	163
10392	137
79017	458
2617	2897
1395	1
11185	0
84182	4
358	1
2692	0
117	0
63974	0
223075	0
10842	0
5137	933
23658	397
23080	818
25948	769
11328	2259
51251	410
6100	255
27241	117
168667	212
387129	0
23333	1175
57057	0
64224	491
989	2606
80820	93
23366	178
54443	3465
313	0
9844	0
353345	0
51314	0
6424	120
54749	1389
83930	1002
445347	0
273	745
27072	987
11281	0
57002	245
5898	1430
8621	875
136647	299
79783	124
3624	23
2737	89
79020	202
5683	1707
64983	670
23072	1
9263	647
55744	785
644	420
100534592	0
64951	2
55665	758
51619	271
285955	7
28988	1326
5224	73
27434	195
165	1
5425	2115
58498	0
2645	2
10652	1369
816	34
23386	1154
29881	4
54606	1279
222068	1544
4967	1548
83637	1207
5478	23208
94239	1895
5814	1119
64005	0
83605	668
23148	37
9238	1003
10268	0
107	13
3484	1
3486	2617
64759	4367
401335	4
168507	2
80099	0
3364	192
256979	0
136288	19
7378	1019
154664	1
375567	0
11055	0
100130988	0
10320	0
63979	377
1644	1
2887	1454
23242	433
285877	0
222008	0
23480	1080
1956	3505
55915	296
81552	1060
346288	0
349075	13
51373	233
2631	997
5723	294
908	4638
25870	3440
5260	10
51142	3620
389493	0
90827	0
441234	0
442319	0
730291	0
168417	0
728927	71
340252	227
51427	140
7697	104
10793	55
51351	125
2086	75
168374	238
154807	1175
2990	1888
435	309
27297	444
8460	159
154881	617
27342	1053
55069	2032
51119	1340
55253	397
26053	795
64409	86
83698	9
441250	120
9883	1392
378108	21
55695	306
135892	1
8468	0
8326	17
9031	2273
9275	620
26608	478
51085	0
155382	63
84277	325
114049	1134
6804	121
83451	436
1365	128
1364	199
155368	402
135886	10
2006	0
3984	2608
7458	5361
7462	31
5982	699
7461	748
9569	1212
2969	3825
653361	3
84163	35
81554	496
389524	52
441272	0
729438	30
375593	4
100101267	1233
442590	5
3092	856
10344	13
6369	0
57414	938
5447	629
83862	433
51657	431
4191	3892
222183	0
3315	9869
7532	5289
136853	11
7784	10
113878	333
80761	522
22932	123
57639	27
10875	0
54103	198
5782	1082
222194	246
85025	278
57157	762
9863	96
2770	1718
346562	0
948	13
10512	4579
3082	0
781	296
27445	556
9723	4
10371	113
223117	125
2913	1
222223	187
9988	759
79161	282
54677	165
5244	4
5243	4
154661	14
55972	364
10926	409
53616	236
6717	1121
79689	1
219578	0
219557	0
26872	28
261729	203
79846	85
85865	283
9069	837
5218	115
8321	1607
7978	182
10142	1036
1595	2177
401387	2
889	524
54467	1433
105375396	0
57798	727
30816	3
5189	433
84060	214
257415	304
1021	2216
54809	39
219285	68
253012	1
55610	286
799	0
7980	348
2792	0
2791	835
10282	322
1278	0
64921	320
8910	726
23089	1555
55607	487
5444	0
5446	1
5445	1402
51666	0
5166	70
1780	3
10165	590
401388	0
7979	644
1750	0
1749	0
57001	204
6863	0
440	483
4951	0
22853	455
168620	4
25851	392
25798	2209
55971	222
4885	0
222865	6
8295	1346
57154	741
402569	1
10552	2049
10095	2458
11333	2170
8896	667
100526740	0
26024	1
10898	539
9551	1821
285989	124
84124	246
23660	423
221786	171
79027	1139
100289187	15
221785	192
1577	8
100861540	0
1551	0
1576	0
64816	3
81392	1
89122	648
349149	5
563	23
7586	1368
7589	57
7551	554
10980	2021
4176	2589
9179	171
6878	1215
245812	237
255374	27
389541	564
55262	255
79690	26
221914	37
10734	85
352954	124
79037	51
29990	216
29992	4
55063	59
56257	844
221908	277
402573	8
81628	950
222950	50
3268	313
100316904	13
4034	330
101927655	0
26261	5
5118	71
64598	342
7036	45
51412	0
2783	3362
64599	1123
10248	456
2056	1
7455	0
2050	879
56996	329
7205	2901
51593	1959
402682	29
43	1
4584	0
10071	6
140453	0
81844	527
5054	14576
1174	1650
7425	1
375607	0
346606	0
8985	1761
10467	1078
24146	267
51024	1242
64792	509
136227	0
93408	1
1523	1517
10603	49
729597	7
100289561	109
79706	352
80228	1078
54784	157
222229	279
5439	942
100271927	16
548644	239
441273	14
10156	63
246721	20
100134938	17
100310812	2
222234	109
222235	24
10234	1369
58160	0
83787	802
222236	275
9512	1353
27000	517
5701	1697
375611	1
5649	2294
5001	377
375612	0
55904	1233
6733	818
54517	308
60561	318
222255	130
222256	4
6856	1706
10135	1660
168455	325
5294	7
5577	426
26959	763
10466	741
2845	0
11062	109
55973	598
5172	2
79872	527
1811	1
1738	1269
3912	2972
22798	8
4897	9
50640	471
168451	354
4189	254
154907	0
83943	194
54674	1
9732	81
11179	496
3475	603
286006	18
64418	331
154743	352
54329	0
5506	0
93986	151
29969	538
22797	13
26136	1967
858	788
857	1435
4233	6367
830	1733
7982	288
7472	0
136991	0
1080	1
83992	227
51691	549
56311	17
3751	1
23554	221
54556	191
79974	149
51384	2
10447	957
5803	5
10157	612
389549	0
93664	97
168433	0
378925	0
50833	0
6561	0
154865	15
4698	984
142685	1
442721	0
8976	911
23553	1
6677	0
730130	0
2861	44
154872	0
25913	391
2918	1
168850	256
79571	355
381	1423
29999	1
5078	0
27044	3906
64101	5
3952	0
55131	421
401399	1
3614	412
29923	324
55798	314
346653	17
84691	5
813	7500
611	0
64753	155
2318	5563
9296	2663
100130705	288
375616	500
3663	120
23534	1251
340348	24
6608	388
23382	363
57464	1299
100287482	27
4899	237
7328	3088
51530	326
23008	865
84928	434
136263	0
1358	18
51200	8268
93979	26
1357	0
95681	335
4232	1962
26958	269
114960	0
136259	0
4289	1008
5420	2873
91584	0
54927	1353
60412	1289
136332	11
84912	562
231	6700
57016	7
441282	0
669	169
800	3894
340351	25
78996	369
55281	195
29062	186
346673	0
4850	385
23165	1353
647087	1321
26266	4
389558	1
767558	0
136319	0
1129	0
5764	138
9162	16
64764	889
100130880	0
6718	3
8805	441
136306	6
50617	43
155006	0
57670	267
92092	76
56829	834
79989	157
254048	299
51631	221
154791	6
100996928	0
346689	0
154790	0
28996	782
6916	4
64761	339
80853	113
84255	604
401409	0
23608	1306
27147	1243
90956	398
4708	879
673	142
51650	545
100507421	1130
55750	465
57189	481
494551	5
6742	1385
50831	0
50832	5
54429	7
136242	1
130075	0
23601	0
5726	0
8972	1
93432	16
136541	0
100463482	0
5645	0
5644	0
2051	0
55503	0
56302	0
135927	0
3792	3
135924	0
346517	0
5304	0
259285	0
259286	0
373156	1496
135932	137
835	490
1180	0
9715	37
7791	3457
2041	1
338398	0
259287	0
441294	0
285966	71
340307	0
9747	900
135948	0
26211	0
135946	0
393046	0
392138	0
346525	0
442361	0
135941	1
100128553	9
445328	50
402317	0
401427	1
100142659	0
346528	1
7984	194
135935	0
27010	94
26047	0
202865	0
8454	1359
2146	704
9601	3841
136051	97
155054	83
57541	266
8427	576
7988	157
100289678	149
27153	284
155061	373
84626	158
168544	1
23145	3
643641	216
155066	1186
653857	113
65999	1156
113763	559
5919	18695
29803	2504
285971	111
155038	1
168537	0
55303	0
474344	0
26157	10
170575	0
100527949	0
55340	0
28959	0
55365	0
26	0
3757	3
4846	6
285973	2
11194	524
9311	57
1020	626
6522	6614
10922	862
83590	963
116988	1567
2636	0
136371	0
392843	0
10061	1291
54480	1505
6604	537
51667	1065
349136	1
155051	2
6009	2752
51422	837
168391	0
63917	658
58508	1051
7516	112
57180	129
1804	0
22976	436
3361	0
3638	1763
2020	0
285888	0
155435	910
6469	0
389602	0
140545	47
64327	1045
64434	361
3110	35
9690	1834
10049	2015
5799	0
54892	1243
57488	2375
55112	548
7434	1
389831	1227
441308	1
169270	78
26260	342
157695	197
157697	237
9228	0
2055	662
9639	1318
9920	3789
9172	21
64478	0
79648	320
285	2
55326	1137
389610	3
1672	0
1671	0
1669	0
1667	0
728358	0
1668	0
1670	0
401447	0
645402	0
100131980	0
100289462	0
10407	0
245908	0
504180	0
503614	0
245910	0
100131608	0
100133251	0
503841	0
245909	0
140596	0
503618	0
653423	0
414325	0
55894	0
1673	0
100132396	0
392188	0
645836	0
157285	73
137075	23
9258	363
90459	397
79660	615
8658	1035
4482	133
203074	0
94137	0
203076	0
83595	1
54984	203
286046	44
66036	280
83650	3
83648	12
640	0
2626	0
252969	204
2222	5570
1508	12239
613210	0
613209	0
613211	0
245940	0
100133267	0
728957	0
392197	0
377630	1
85002	140
653333	23
91694	85
57604	0
10395	729
157773	60
137868	1
7991	2260
4481	0
26281	0
286097	114
51201	1606
29883	1725
137492	741
9108	48
6542	0
5157	0
57509	2
2267	0
5108	1817
427	1425
9	78
10	0
23362	3545
63898	723
55790	22
55174	543
4023	0
6570	0
526	2432
11178	1
2675	1
9046	0
23039	1939
10361	8
8822	2
2039	303
64760	594
79873	199
55806	26
80346	449
203190	3
6440	0
649	3763
9796	40
661	484
55124	1
23516	1495
5533	379
10174	1159
64236	590
541565	340
57805	1950
55909	351
1960	1
157310	0
23221	517
8795	2471
8794	129
8793	2
8797	128
91782	972
203069	541
4017	8186
9583	1767
51312	1093
4824	159
137814	0
6781	0
10863	0
27299	0
8756	0
4741	0
4747	0
80005	1390
2796	68
54793	797
157313	473
64641	0
5520	1007
665	3893
10687	1224
1808	1335
148	0
81551	0
23087	382
2185	62
1135	0
2053	240
1191	2178
51435	1508
55246	854
157570	348
55872	727
286133	0
389643	0
55140	438
5368	0
55893	1733
157574	43
7976	24
2137	756
55756	305
79618	100
23303	375
1846	870
51669	3855
23484	910
619373	5
10671	545
11030	986
2961	547
100507341	0
2936	1000
7993	222
5516	1019
56154	0
29942	1
7486	243
3084	137
84750	135
84549	319
80185	173
79845	74
78986	1
137970	16
157855	5
80139	357
11160	1104
11212	779
25960	225
55290	219
80223	1711
137362	0
155	0
1978	1475
9070	739
6770	1
27257	485
9530	301
23259	808
84513	360
54904	972
137994	109
2260	1434
389649	0
6867	1695
59339	716
203100	3
83877	731
8754	8116
203102	7
8749	1
2515	0
3620	0
169355	0
56892	0
79698	0
6422	246
51125	1104
84296	274
137964	1259
157848	0
286	47
7994	686
10947	405
5327	189
3551	905
5423	221
27121	0
7419	1787
6575	415
114926	333
1142	0
8973	0
55145	215
81790	284
84376	460
2339	940
84197	19
138050	1674
340441	0
23514	497
1052	136
5591	5815
4173	2542
7336	908
79645	0
6591	0
492307	0
54212	0
137902	3
115294	877
9705	0
389658	0
9821	1481
2831	29
4986	0
51606	1503
8601	334
6917	1872
10434	1318
29088	871
64321	0
6101	3
114786	2
137695	425
96764	496
4067	414
6224	15580
4342	0
5324	23
79145	242
195814	0
5179	8
54928	1637
90362	108
137886	536
1581	2
6386	5772
8439	933
9760	1013
767	0
5862	1572
55636	122
157807	0
444	12450
286183	0
8836	541
7274	0
253943	1547
27319	0
9420	0
55156	777
9650	408
5150	219
85479	0
84675	0
1392	1
23212	369
137872	80
254778	15
4603	506
80124	460
56260	51
100533105	0
23678	2
157777	617
100129654	1
286187	0
10987	728
79848	319
10565	1217
57094	2
80243	0
116328	1
23213	13
81796	0
63978	0
10499	308
